Admin_Unit_Code,Sub_Unit_Code,Site_Name,Plot_Name,Location_Type,Year,Date,Start_Time,End_Time,Observer,Visit,Interval_Length,ID_Method,Distance,Flyover_Observed,Sex,Common_Name,Scientific_Name,AcceptedTSN,NPSTaxonCode,AOU_Code,PIF_Watchlist_Status,Regional_Stewardship_Status,Temperature,Humidity,Sky,Wind,Disturbance,Initial_Three_Min_Cnt
WOTR,NA,WOTR,WOTR-0003,Forest,2016,2016-05-28,6:01,6:11,Ashley Lohr,1,2.5 - 5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Northern Cardinal,Cardinalis cardinalis,179124,94228,NOCA,FALSE,FALSE,22.39999962,73.5,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,TRUE
WOTR,NA,WOTR,WOTR-0003,Forest,2016,2016-05-28,6:01,6:11,Ashley Lohr,1,5 - 7.5 min,Calling,50 - 100 Meters,FALSE,Undetermined,Pileated Woodpecker,Dryocopus pileatus,178166,84833,PIWO,FALSE,FALSE,22.39999962,73.5,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,FALSE
WOTR,NA,WOTR,WOTR-0003,Forest,2016,2016-05-28,6:01,6:11,Ashley Lohr,1,0-2.5 min,Calling,,TRUE,Undetermined,American Crow,Corvus brachyrhynchos,179731,87106,AMCR,FALSE,FALSE,22.39999962,73.5,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,TRUE
WOTR,NA,WOTR,WOTR-0003,Forest,2016,2016-06-22,7:16,7:26,Matt Sileo,2,0-2.5 min,Calling,<= 50 Meters,FALSE,Undetermined,Blue Jay,Cyanocitta cristata,179680,86252,BLJA,FALSE,FALSE,21.29999924,77.40000153,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,TRUE
WOTR,NA,WOTR,WOTR-0003,Forest,2016,2016-06-22,7:16,7:26,Matt Sileo,2,2.5 - 5 min,Singing,50 - 100 Meters,FALSE,Male,American Robin,Turdus migratorius,179759,87136,AMRO,FALSE,FALSE,21.29999924,77.40000153,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,FALSE
WOTR,NA,WOTR,WOTR-0003,Forest,2016,2016-06-22,7:16,7:26,Matt Sileo,2,0-2.5 min,Calling,<= 50 Meters,FALSE,Undetermined,American Crow,Corvus brachyrhynchos,179731,87106,AMCR,FALSE,FALSE,21.29999924,77.40000153,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,TRUE
WOTR,NA,WOTR,WOTR-0003,Forest,2016,2016-06-22,7:16,7:26,Matt Sileo,2,0-2.5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Carolina Wren,Thryothorus ludovicianus,178581,88350,CARW,FALSE,FALSE,21.29999924,77.40000153,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,TRUE
WOTR,NA,WOTR,WOTR-0003,Forest,2016,2016-06-22,7:16,7:26,Matt Sileo,2,2.5 - 5 min,Calling,50 - 100 Meters,FALSE,Undetermined,Downy Woodpecker,Picoides pubescens,178259,84936,DOWO,FALSE,TRUE,21.29999924,77.40000153,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,FALSE
WOTR,NA,WOTR,WOTR-0003,Forest,2016,2016-06-22,7:16,7:26,Matt Sileo,2,5 - 7.5 min,Visualization,<= 50 Meters,FALSE,Female,Eastern Bluebird,Sialia sialis,179801,87184,EABL,FALSE,FALSE,21.29999924,77.40000153,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,FALSE
WOTR,NA,WOTR,WOTR-0003,Forest,2016,2016-06-22,7:16,7:26,Matt Sileo,2,2.5 - 5 min,Calling,<= 50 Meters,FALSE,Undetermined,Eastern Towhee,Pipilo erythrophthalmus,179276,83803,EATO,FALSE,TRUE,21.29999924,77.40000153,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,FALSE
WOTR,NA,WOTR,WOTR-0003,Forest,2016,2016-06-22,7:16,7:26,Matt Sileo,2,0-2.5 min,Singing,<= 50 Meters,FALSE,Undetermined,Eastern Tufted Titmouse,Baeolophus bicolor,554138,266957,ETTI,FALSE,FALSE,21.29999924,77.40000153,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,TRUE
WOTR,NA,WOTR,WOTR-0003,Forest,2016,2016-06-22,7:16,7:26,Matt Sileo,2,0-2.5 min,Calling,50 - 100 Meters,FALSE,Undetermined,Hairy Woodpecker,Picoides villosus,178262,85739,HAWO,FALSE,FALSE,21.29999924,77.40000153,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,TRUE
WOTR,NA,WOTR,WOTR-0003,Forest,2016,2016-06-22,7:16,7:26,Matt Sileo,2,5 - 7.5 min,Calling,<= 50 Meters,FALSE,Undetermined,Northern Cardinal,Cardinalis cardinalis,179124,94228,NOCA,FALSE,FALSE,21.29999924,77.40000153,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,FALSE
WOTR,NA,WOTR,WOTR-0003,Forest,2016,2016-06-22,7:16,7:26,Matt Sileo,2,2.5 - 5 min,Calling,<= 50 Meters,FALSE,Undetermined,Unidentified Crow,Corvus,179724,87098,UNCR,FALSE,FALSE,21.29999924,77.40000153,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,FALSE
WOTR,NA,WOTR,WOTR-0003,Forest,2016,2016-06-22,7:16,7:26,Matt Sileo,2,5 - 7.5 min,Visualization,,TRUE,Undetermined,American Crow,Corvus brachyrhynchos,179731,87106,AMCR,FALSE,FALSE,21.29999924,77.40000153,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,FALSE
WOTR,NA,WOTR,WOTR-0003,Forest,2016,2016-06-22,7:16,7:26,Matt Sileo,2,0-2.5 min,Calling,<= 50 Meters,FALSE,Undetermined,American Robin,Turdus migratorius,179759,87136,AMRO,FALSE,FALSE,21.29999924,77.40000153,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,TRUE
WOTR,NA,WOTR,WOTR-0003,Forest,2017,2017-06-17,7:18,7:28,Ryan Trenkamp,2,7.5 - 10 min,Calling,<= 50 Meters,FALSE,,Hairy Woodpecker,Picoides villosus,178262,85739,HAWO,FALSE,FALSE,23,88,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,Slight effect on count,FALSE
WOTR,NA,WOTR,WOTR-0003,Forest,2017,2017-06-17,7:18,7:28,Ryan Trenkamp,2,0-2.5 min,Calling,50 - 100 Meters,FALSE,,Red-shouldered Hawk,Buteo lineatus,175359,79572,RSHA,FALSE,FALSE,23,88,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,Slight effect on count,TRUE
WOTR,NA,WOTR,WOTR-0003,Forest,2017,2017-06-17,7:18,7:28,Ryan Trenkamp,2,0-2.5 min,Calling,50 - 100 Meters,FALSE,,Pileated Woodpecker,Dryocopus pileatus,178166,84833,PIWO,FALSE,FALSE,23,88,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,Slight effect on count,TRUE
WOTR,NA,WOTR,WOTR-0003,Forest,2017,2017-06-17,7:18,7:28,Ryan Trenkamp,2,5 - 7.5 min,Calling,50 - 100 Meters,FALSE,,Fish Crow,Corvus ossifragus,179737,87112,FICR,FALSE,FALSE,23,88,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,Slight effect on count,FALSE
WOTR,NA,WOTR,WOTR-0003,Forest,2017,2017-06-17,7:18,7:28,Ryan Trenkamp,2,0-2.5 min,Calling,<= 50 Meters,FALSE,,Eastern Tufted Titmouse,Baeolophus bicolor,554138,266957,ETTI,FALSE,FALSE,23,88,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,Slight effect on count,TRUE
WOTR,NA,WOTR,WOTR-0003,Forest,2017,2017-06-17,7:18,7:28,Ryan Trenkamp,2,0-2.5 min,Calling,50 - 100 Meters,FALSE,,Carolina Wren,Thryothorus ludovicianus,178581,88350,CARW,FALSE,FALSE,23,88,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,Slight effect on count,TRUE
WOTR,NA,WOTR,WOTR-0003,Forest,2017,2017-06-17,7:18,7:28,Ryan Trenkamp,2,0-2.5 min,Calling,50 - 100 Meters,FALSE,,American Robin,Turdus migratorius,179759,87136,AMRO,FALSE,FALSE,23,88,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,Slight effect on count,TRUE
WOTR,NA,WOTR,WOTR-0003,Forest,2017,2017-06-17,7:18,7:28,Ryan Trenkamp,2,5 - 7.5 min,Calling,50 - 100 Meters,FALSE,,American Crow,Corvus brachyrhynchos,179731,87106,AMCR,FALSE,FALSE,23,88,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,Slight effect on count,FALSE
WOTR,NA,WOTR,WOTR-0003,Forest,2017,2017-06-17,7:18,7:28,Ryan Trenkamp,2,7.5 - 10 min,Calling,<= 50 Meters,FALSE,,Blue Jay,Cyanocitta cristata,179680,86252,BLJA,FALSE,FALSE,23,88,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,Slight effect on count,FALSE
WOTR,NA,WOTR,WOTR-0003,Forest,2017,2017-06-17,7:18,7:28,Ryan Trenkamp,2,2.5 - 5 min,Calling,50 - 100 Meters,FALSE,,Red-bellied Woodpecker,Melanerpes carolinus,178195,84865,RBWO,FALSE,FALSE,23,88,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,Slight effect on count,FALSE
WOTR,NA,WOTR,WOTR-0003,Forest,2017,2017-05-20,6:05,6:15,Meta Griffin,1,0-2.5 min,Calling,50 - 100 Meters,FALSE,,Acadian Flycatcher,Empidonax virescens,178339,85824,ACFL,FALSE,TRUE,21,80,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Slight effect on count,TRUE
WOTR,NA,WOTR,WOTR-0003,Forest,2017,2017-05-20,6:05,6:15,Meta Griffin,1,7.5 - 10 min,Singing,50 - 100 Meters,FALSE,Undetermined,Red-eyed Vireo,Vireo olivaceus,179021,93587,REVI,FALSE,FALSE,21,80,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Slight effect on count,FALSE
WOTR,NA,WOTR,WOTR-0003,Forest,2017,2017-05-20,6:05,6:15,Meta Griffin,1,0-2.5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Song Sparrow,Melospiza melodia,179492,85643,SOSP,FALSE,FALSE,21,80,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Slight effect on count,TRUE
WOTR,NA,WOTR,WOTR-0003,Forest,2017,2017-05-20,6:05,6:15,Meta Griffin,1,0-2.5 min,Calling,<= 50 Meters,FALSE,,Red-bellied Woodpecker,Melanerpes carolinus,178195,84865,RBWO,FALSE,FALSE,21,80,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Slight effect on count,TRUE
WOTR,NA,WOTR,WOTR-0003,Forest,2017,2017-05-20,6:05,6:15,Meta Griffin,1,5 - 7.5 min,Calling,50 - 100 Meters,FALSE,,Northern Cardinal,Cardinalis cardinalis,179124,94228,NOCA,FALSE,FALSE,21,80,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Slight effect on count,FALSE
WOTR,NA,WOTR,WOTR-0003,Forest,2017,2017-05-20,6:05,6:15,Meta Griffin,1,2.5 - 5 min,Calling,<= 50 Meters,FALSE,,American Robin,Turdus migratorius,179759,87136,AMRO,FALSE,FALSE,21,80,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Slight effect on count,FALSE
WOTR,NA,WOTR,WOTR-0003,Forest,2017,2017-05-20,6:05,6:15,Meta Griffin,1,0-2.5 min,Calling,50 - 100 Meters,FALSE,,Fish Crow,Corvus ossifragus,179737,87112,FICR,FALSE,FALSE,21,80,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Slight effect on count,TRUE
WOTR,NA,WOTR,WOTR-0003,Forest,2017,2017-05-20,6:05,6:15,Meta Griffin,1,5 - 7.5 min,Singing,50 - 100 Meters,FALSE,,Eastern Tufted Titmouse,Baeolophus bicolor,554138,266957,ETTI,FALSE,FALSE,21,80,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Slight effect on count,FALSE
WOTR,NA,WOTR,WOTR-0003,Forest,2017,2017-05-20,6:05,6:15,Meta Griffin,1,0-2.5 min,Calling,<= 50 Meters,FALSE,,White-breasted Nuthatch,Sitta carolinensis,178775,90935,WBNU,FALSE,FALSE,21,80,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Slight effect on count,TRUE
WOTR,NA,WOTR,WOTR-0003,Forest,2015,2015-07-09,7:21,7:31,Allison Hanna,2,0-2.5 min,Singing,<= 50 Meters,FALSE,Male,Carolina Chickadee,Poecile carolinensis,554383,265876,CACH,FALSE,TRUE,24.10000038,93.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,TRUE
WOTR,NA,WOTR,WOTR-0003,Forest,2015,2015-07-09,7:21,7:31,Allison Hanna,2,2.5 - 5 min,Calling,50 - 100 Meters,FALSE,Undetermined,Blue Jay,Cyanocitta cristata,179680,86252,BLJA,FALSE,FALSE,24.10000038,93.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,TRUE
WOTR,NA,WOTR,WOTR-0003,Forest,2015,2015-07-09,7:21,7:31,Allison Hanna,2,0-2.5 min,Calling,<= 50 Meters,FALSE,Undetermined,American Robin,Turdus migratorius,179759,87136,AMRO,FALSE,FALSE,24.10000038,93.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,TRUE
WOTR,NA,WOTR,WOTR-0003,Forest,2015,2015-07-09,7:21,7:31,Allison Hanna,2,5 - 7.5 min,Calling,50 - 100 Meters,FALSE,Undetermined,Carolina Wren,Thryothorus ludovicianus,178581,88350,CARW,FALSE,FALSE,24.10000038,93.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,FALSE
WOTR,NA,WOTR,WOTR-0003,Forest,2015,2015-07-09,7:21,7:31,Allison Hanna,2,7.5 - 10 min,Calling,<= 50 Meters,FALSE,Undetermined,Carolina Wren,Thryothorus ludovicianus,178581,88350,CARW,FALSE,FALSE,24.10000038,93.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,FALSE
WOTR,NA,WOTR,WOTR-0003,Forest,2015,2015-07-09,7:21,7:31,Allison Hanna,2,2.5 - 5 min,Singing,50 - 100 Meters,FALSE,Male,Chipping Sparrow,Spizella passerina,179435,84781,CHSP,FALSE,FALSE,24.10000038,93.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,FALSE
WOTR,NA,WOTR,WOTR-0003,Forest,2015,2015-07-09,7:21,7:31,Allison Hanna,2,0-2.5 min,Calling,<= 50 Meters,FALSE,Undetermined,Downy Woodpecker,Picoides pubescens,178259,84936,DOWO,FALSE,TRUE,24.10000038,93.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,TRUE
WOTR,NA,WOTR,WOTR-0003,Forest,2015,2015-07-09,7:21,7:31,Allison Hanna,2,5 - 7.5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Eastern Tufted Titmouse,Baeolophus bicolor,554138,266957,ETTI,FALSE,FALSE,24.10000038,93.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,FALSE
WOTR,NA,WOTR,WOTR-0003,Forest,2015,2015-07-09,7:21,7:31,Allison Hanna,2,2.5 - 5 min,Calling,<= 50 Meters,FALSE,Undetermined,Fish Crow,Corvus ossifragus,179737,87112,FICR,FALSE,FALSE,24.10000038,93.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,FALSE
WOTR,NA,WOTR,WOTR-0003,Forest,2015,2015-07-09,7:21,7:31,Allison Hanna,2,0-2.5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Northern Cardinal,Cardinalis cardinalis,179124,94228,NOCA,FALSE,FALSE,24.10000038,93.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,TRUE
WOTR,NA,WOTR,WOTR-0003,Forest,2014,2014-06-06,6:20,6:30,Nick Jennings,1,0-2.5 min,Calling,50 - 100 Meters,FALSE,Undetermined,Blue Jay,Cyanocitta cristata,179680,86252,BLJA,FALSE,FALSE,19.29999924,50.70000076,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Slight effect on count,TRUE
WOTR,NA,WOTR,WOTR-0003,Forest,2014,2014-06-06,6:20,6:30,Nick Jennings,1,0-2.5 min,Singing,<= 50 Meters,FALSE,Male,Scarlet Tanager,Piranga olivacea,179883,88071,SCTA,FALSE,TRUE,19.29999924,50.70000076,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Slight effect on count,TRUE
WOTR,NA,WOTR,WOTR-0003,Forest,2014,2014-06-06,6:20,6:30,Nick Jennings,1,2.5 - 5 min,Calling,<= 50 Meters,FALSE,Undetermined,Red-bellied Woodpecker,Melanerpes carolinus,178195,84865,RBWO,FALSE,FALSE,19.29999924,50.70000076,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Slight effect on count,FALSE
WOTR,NA,WOTR,WOTR-0003,Forest,2014,2014-06-06,6:20,6:30,Nick Jennings,1,0-2.5 min,Singing,<= 50 Meters,FALSE,Undetermined,House Wren,Troglodytes aedon,178541,88306,HOWR,FALSE,FALSE,19.29999924,50.70000076,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Slight effect on count,TRUE
WOTR,NA,WOTR,WOTR-0003,Forest,2014,2014-06-06,6:20,6:30,Nick Jennings,1,0-2.5 min,Calling,<= 50 Meters,FALSE,Undetermined,Eastern Tufted Titmouse,Baeolophus bicolor,554138,266957,ETTI,FALSE,FALSE,19.29999924,50.70000076,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Slight effect on count,TRUE
WOTR,NA,WOTR,WOTR-0003,Forest,2014,2014-06-06,6:20,6:30,Nick Jennings,1,0-2.5 min,Singing,<= 50 Meters,FALSE,Male,American Robin,Turdus migratorius,179759,87136,AMRO,FALSE,FALSE,19.29999924,50.70000076,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Slight effect on count,TRUE
WOTR,NA,WOTR,WOTR-0003,Forest,2014,2014-06-06,6:20,6:30,Nick Jennings,1,0-2.5 min,Calling,<= 50 Meters,FALSE,Undetermined,American Crow,Corvus brachyrhynchos,179731,87106,AMCR,FALSE,FALSE,19.29999924,50.70000076,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Slight effect on count,TRUE
WOTR,NA,WOTR,WOTR-0003,Forest,2014,2014-06-06,6:20,6:30,Nick Jennings,1,0-2.5 min,Calling,<= 50 Meters,FALSE,Undetermined,Downy Woodpecker,Picoides pubescens,178259,84936,DOWO,FALSE,TRUE,19.29999924,50.70000076,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Slight effect on count,TRUE
WOTR,NA,WOTR,WOTR-0003,Forest,2014,2014-06-06,6:20,6:30,Nick Jennings,1,5 - 7.5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Eastern Tufted Titmouse,Baeolophus bicolor,554138,266957,ETTI,FALSE,FALSE,19.29999924,50.70000076,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Slight effect on count,FALSE
WOTR,NA,WOTR,WOTR-0003,Forest,2014,2014-06-06,6:20,6:30,Nick Jennings,1,0-2.5 min,Calling,<= 50 Meters,FALSE,Undetermined,Blue Jay,Cyanocitta cristata,179680,86252,BLJA,FALSE,FALSE,19.29999924,50.70000076,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Slight effect on count,TRUE
WOTR,NA,WOTR,WOTR-0003,Forest,2015,2015-05-29,6:00,6:10,Conor Higgins,1,2.5 - 5 min,Singing,50 - 100 Meters,FALSE,Male,Carolina Chickadee,Poecile carolinensis,554383,265876,CACH,FALSE,TRUE,22.70000076,82.69999695,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,Slight effect on count,TRUE
WOTR,NA,WOTR,WOTR-0003,Forest,2015,2015-05-29,6:00,6:10,Conor Higgins,1,5 - 7.5 min,Calling,50 - 100 Meters,FALSE,Undetermined,White-breasted Nuthatch,Sitta carolinensis,178775,90935,WBNU,FALSE,FALSE,22.70000076,82.69999695,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,Slight effect on count,FALSE
WOTR,NA,WOTR,WOTR-0003,Forest,2015,2015-05-29,6:00,6:10,Conor Higgins,1,0-2.5 min,Calling,50 - 100 Meters,FALSE,Undetermined,American Crow,Corvus brachyrhynchos,179731,87106,AMCR,FALSE,FALSE,22.70000076,82.69999695,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,Slight effect on count,TRUE
WOTR,NA,WOTR,WOTR-0003,Forest,2015,2015-05-29,6:00,6:10,Conor Higgins,1,0-2.5 min,Calling,,TRUE,Undetermined,Chimney Swift,Chaetura pelagica,178001,83046,CHSW,FALSE,TRUE,22.70000076,82.69999695,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,Slight effect on count,TRUE
WOTR,NA,WOTR,WOTR-0003,Forest,2015,2015-05-29,6:00,6:10,Conor Higgins,1,0-2.5 min,Calling,,TRUE,Undetermined,Tree Swallow,Tachycineta bicolor,178431,87391,TRES,FALSE,FALSE,22.70000076,82.69999695,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,Slight effect on count,TRUE
WOTR,NA,WOTR,WOTR-0003,Forest,2015,2015-05-29,6:00,6:10,Conor Higgins,1,0-2.5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Carolina Wren,Thryothorus ludovicianus,178581,88350,CARW,FALSE,FALSE,22.70000076,82.69999695,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,Slight effect on count,TRUE
WOTR,NA,WOTR,WOTR-0003,Forest,2015,2015-05-29,6:00,6:10,Conor Higgins,1,0-2.5 min,Calling,50 - 100 Meters,FALSE,Undetermined,Red-shouldered Hawk,Buteo lineatus,175359,79572,RSHA,FALSE,FALSE,22.70000076,82.69999695,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,Slight effect on count,TRUE
WOTR,NA,WOTR,WOTR-0003,Forest,2015,2015-05-29,6:00,6:10,Conor Higgins,1,2.5 - 5 min,Singing,50 - 100 Meters,FALSE,Male,Eastern Wood-Pewee,Contopus virens,178359,85846,EAWP,FALSE,TRUE,22.70000076,82.69999695,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,Slight effect on count,FALSE
WOTR,NA,WOTR,WOTR-0003,Forest,2015,2015-05-29,6:00,6:10,Conor Higgins,1,5 - 7.5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Northern Cardinal,Cardinalis cardinalis,179124,94228,NOCA,FALSE,FALSE,22.70000076,82.69999695,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,Slight effect on count,FALSE
WOTR,NA,WOTR,WOTR-0003,Forest,2015,2015-05-29,6:00,6:10,Conor Higgins,1,0-2.5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Northern Cardinal,Cardinalis cardinalis,179124,94228,NOCA,FALSE,FALSE,22.70000076,82.69999695,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,Slight effect on count,TRUE
WOTR,NA,WOTR,WOTR-0003,Forest,2015,2015-05-29,6:00,6:10,Conor Higgins,1,0-2.5 min,Singing,<= 50 Meters,FALSE,Male,Eastern Tufted Titmouse,Baeolophus bicolor,554138,266957,ETTI,FALSE,FALSE,22.70000076,82.69999695,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,Slight effect on count,TRUE
